TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,ClusterKMeans
468.32,Debit,Fresno,Online,69,Retired,152,1,4710.04,1
582.17,Debit,Tucson,Branch,57,Engineer,135,1,7310.83,4
245.62,Debit,San Antonio,Branch,23,Student,127,1,1879.82,2
981.9,Credit,Baltimore,Online,43,Doctor,112,1,9018.33,4
83.6,Debit,San Jose,ATM,47,Doctor,192,1,13899.24,3
331.22,Credit,Oklahoma City,Branch,61,Doctor,161,1,12613.25,3
57.49,Credit,Detroit,Online,24,Student,177,1,765.15,2
85.58,Debit,Fort Worth,ATM,55,Engineer,60,1,7794.84,1
157.56,Debit,Indianapolis,Branch,43,Doctor,159,1,7541.16,3
230.3,Debit,Colorado Springs,Online,46,Engineer,24,1,8356.88,3
305.92,Debit,El Paso,ATM,72,Retired,88,1,1445.47,1
942.7,Debit,Boston,Online,35,Engineer,29,1,5141.32,4
116.33,Debit,Fresno,Branch,27,Student,144,1,1696.15,2
537.71,Credit,Mesa,Online,19,Student,175,1,1806.08,2
538.17,Credit,Washington,Branch,27,Engineer,252,1,5908.04,0
219.44,Debit,Washington,Online,42,Engineer,23,1,4207.27,1
61.62,Debit,Miami,Online,57,Doctor,19,1,8365.37,3
58.77,Debit,Memphis,Online,27,Engineer,191,1,7261.7,0
538.13,Debit,Charlotte,ATM,62,Retired,165,1,5008.59,4
177.05,Debit,Philadelphia,Branch,24,Student,235,1,4287.82,0
403.01,Debit,Washington,Online,63,Doctor,286,3,10513.52,0
719.76,Debit,San Francisco,Branch,19,Student,190,1,690.52,4
163.22,Debit,Miami,Online,26,Student,217,1,1788.27,0
242.85,Debit,San Antonio,Online,42,Engineer,93,1,4672.8,1
291.22,Credit,Baltimore,Online,41,Engineer,100,1,3677.63,2
56.52,Debit,Omaha,ATM,42,Engineer,152,1,6911.2,3
195.8,Debit,Raleigh,Online,39,Doctor,186,1,12027.68,3
66.76,Credit,Austin,Branch,36,Doctor,44,1,184.72,2
190.9,Debit,Jacksonville,Online,28,Student,40,1,101.25,2
106.99,Debit,Omaha,Branch,38,Engineer,152,1,5771.4,0
655.81,Debit,Omaha,ATM,55,Retired,164,2,4539.99,4
107.1,Credit,Philadelphia,Online,25,Student,175,1,193.8,2
79.92,Debit,Miami,ATM,44,Engineer,274,2,9138.76,0
430.83,Debit,Los Angeles,Branch,18,Student,292,1,941.49,0
235.34,Debit,Washington,Branch,26,Student,68,1,566.83,2
86.35,Credit,Indianapolis,Branch,52,Retired,24,1,1550.48,1
337.99,Debit,Colorado Springs,ATM,70,Doctor,115,1,9038.63,1
577.13,Credit,San Jose,Branch,40,Engineer,66,1,6640.51,4
213.33,Debit,Omaha,ATM,52,Retired,161,1,5400.44,0
54.52,Debit,Indianapolis,Branch,32,Doctor,164,1,6980.98,0
100.13,Debit,Denver,Branch,57,Doctor,168,1,5209.16,1
883.92,Credit,Tucson,Online,53,Retired,129,1,2342.64,4
69.8,Credit,New York,Branch,27,Student,138,1,136.77,2
768.94,Debit,Indianapolis,Branch,64,Retired,53,1,6860.18,4
179.62,Debit,Tucson,Online,24,Student,119,1,409.26,2
425.91,Debit,Jacksonville,ATM,23,Student,47,1,383.58,2
263.34,Debit,Denver,ATM,64,Retired,55,1,2411.02,1
113.03,Credit,Tucson,Online,36,Doctor,12,1,6756.13,3
11.02,Debit,Austin,Online,42,Doctor,42,1,7879.66,3
865.17,Debit,Houston,Branch,24,Student,161,1,9297.5,4
152.0,Debit,Albuquerque,ATM,51,Engineer,63,1,7531.43,3
270.39,Debit,Jacksonville,ATM,25,Student,104,1,899.15,2
246.41,Debit,Detroit,ATM,54,Retired,23,1,1431.6,1
336.84,Debit,Washington,ATM,22,Student,100,1,4500.26,2
261.45,Credit,Oklahoma City,Online,50,Engineer,96,1,6735.74,1
99.98,Credit,Washington,Online,73,Retired,152,1,3037.97,1
400.69,Debit,Las Vegas,Online,32,Engineer,26,1,9040.33,3
411.47,Debit,Fort Worth,ATM,26,Student,120,1,796.63,2
204.63,Debit,Las Vegas,Online,52,Engineer,92,1,9199.52,3
421.56,Debit,San Jose,Online,53,Engineer,144,1,8037.87,3
193.38,Debit,Memphis,ATM,18,Student,285,1,1081.79,0
377.04,Debit,Chicago,ATM,34,Engineer,64,1,3812.87,2
54.1,Credit,Boston,Branch,28,Engineer,17,1,940.91,2
18.1,Debit,Louisville,ATM,57,Retired,66,1,6474.34,1
408.62,Credit,Fort Worth,Online,48,Engineer,159,1,2498.48,0
162.1,Debit,Baltimore,Branch,64,Doctor,221,1,9578.74,0
165.31,Debit,Boston,ATM,49,Doctor,28,1,7346.66,3
267.48,Debit,Albuquerque,ATM,21,Student,159,2,811.86,2
856.9,Debit,New York,Branch,36,Engineer,150,1,8579.69,4
433.9,Debit,Albuquerque,Online,65,Doctor,37,1,9013.1,1
271.22,Credit,Louisville,ATM,45,Doctor,87,1,6863.02,3
307.68,Credit,Detroit,Online,75,Retired,162,1,2052.84,1
348.17,Debit,El Paso,ATM,21,Student,181,1,1887.84,2
43.1,Debit,Denver,Branch,25,Student,102,1,6944.9,3
557.78,Credit,Phoenix,Branch,26,Student,102,1,1289.48,2
325.6,Debit,Dallas,ATM,69,Doctor,88,1,13777.1,3
235.83,Credit,Memphis,Online,53,Engineer,169,1,4120.75,0
603.54,Debit,Albuquerque,Online,44,Doctor,26,1,10517.47,3
270.25,Debit,Tucson,ATM,31,Engineer,42,1,5414.97,2
123.38,Debit,Sacramento,Online,59,Doctor,40,1,13542.41,3
577.12,Debit,Virginia Beach,ATM,39,Engineer,69,1,5265.88,4
92.24,Debit,Philadelphia,Branch,60,Engineer,93,1,6937.48,1
856.21,Credit,Colorado Springs,Branch,33,Doctor,109,1,12690.79,4
251.54,Debit,Tucson,Branch,48,Doctor,177,1,254.75,0
28.63,Debit,San Diego,Branch,56,Retired,146,1,3382.91,1
185.97,Debit,Denver,Online,23,Student,19,1,1776.91,2
243.08,Credit,Jacksonville,Online,24,Student,93,1,131.25,2
